------------------------------------------------------------------------------
File Creation Date/Time: 22 mars 2023 13:03:00
Block Name: AuxAntPositions1 (SBF)

Sync1,Sync2,CRC,ID,BlockNumber,Revision,Length [B],TOW [s],WNc [w],TOWc [s],N,SBLength [B],NrSV,Error,AmbiguityType,AuxAntID,DeltaEast [m],DeltaNorth [m],DeltaUp [m],EastVel [m/s],NorthVel [m/s],UpVel [m/s]
$,@,754,5942,5942,0,68,298168.000,2254,298168.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.042,-0.006,0.002,-0.009
$,@,18266,5942,5942,0,68,298169.000,2254,298169.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.045,0.003,-0.010,-0.007
$,@,468,5942,5942,0,68,298170.000,2254,298170.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.043,-0.002,-0.001,-0.002
$,@,40069,5942,5942,0,68,298171.000,2254,298171.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.042,0.005,-0.007,0.002
$,@,33778,5942,5942,0,68,298172.000,2254,298172.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.947,-2.433,-0.044,0.001,0.000,-0.003
$,@,54033,5942,5942,0,68,298173.000,2254,298173.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.045,0.001,-0.002,0.001
$,@,4480,5942,5942,0,68,298174.000,2254,298174.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.045,-0.002,-0.000,-0.007
$,@,31721,5942,5942,0,68,298175.000,2254,298175.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.044,0.005,-0.004,-0.001
$,@,62156,5942,5942,0,68,298176.000,2254,298176.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.042,0.007,-0.007,-0.008
$,@,63092,5942,5942,0,68,298177.000,2254,298177.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.043,-0.011,-0.006,-0.007
$,@,26836,5942,5942,0,68,298178.000,2254,298178.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.945,-2.433,-0.041,0.004,0.005,0.001
$,@,4497,5942,5942,0,68,298179.000,2254,298179.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.433,-0.040,-0.000,0.011,-0.001
$,@,34861,5942,5942,0,68,298180.000,2254,298180.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.947,-2.434,-0.039,-0.009,-0.007,0.000
$,@,57496,5942,5942,0,68,298181.000,2254,298181.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.040,-0.002,-0.006,0.001
$,@,1598,5942,5942,0,68,298182.000,2254,298182.000,1,52,22,No Error,Fixed Ambiguities,Aux1,-6.945,-2.432,-0.039,0.003,0.007,-0.004
$,@,40063,5942,5942,0,68,298183.000,2254,298183.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.041,-0.005,0.010,0.002
$,@,35485,5942,5942,0,68,298184.000,2254,298184.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.944,-2.431,-0.039,0.008,0.002,-0.004
$,@,34673,5942,5942,0,68,298185.000,2254,298185.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.041,0.006,0.001,-0.005
$,@,47712,5942,5942,0,68,298186.000,2254,298186.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.038,0.002,-0.004,-0.004
$,@,38506,5942,5942,0,68,298187.000,2254,298187.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.038,-0.009,-0.007,0.000
$,@,58471,5942,5942,0,68,298188.000,2254,298188.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.945,-2.432,-0.038,-0.006,0.009,-0.000
$,@,21705,5942,5942,0,68,298189.000,2254,298189.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.041,0.005,0.004,-0.006
$,@,40717,5942,5942,0,68,298190.000,2254,298190.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.038,-0.001,-0.002,0.007
$,@,41506,5942,5942,0,68,298191.000,2254,298191.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.041,0.007,-0.006,-0.008
$,@,33466,5942,5942,0,68,298192.000,2254,298192.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.039,-0.001,-0.000,-0.000
$,@,49628,5942,5942,0,68,298193.000,2254,298193.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.039,0.004,0.007,-0.006
$,@,65333,5942,5942,0,68,298194.000,2254,298194.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.039,0.009,-0.009,-0.001
$,@,3623,5942,5942,0,68,298195.000,2254,298195.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.433,-0.038,0.000,-0.005,0.009
$,@,53748,5942,5942,0,68,298196.000,2254,298196.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.945,-2.433,-0.037,-0.009,-0.004,0.012
$,@,47113,5942,5942,0,68,298197.000,2254,298197.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.038,0.002,-0.008,0.004
$,@,19495,5942,5942,0,68,298198.000,2254,298198.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.040,-0.006,0.003,-0.005
$,@,62260,5942,5942,0,68,298199.000,2254,298199.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.040,0.008,-0.002,-0.003
$,@,9168,5942,5942,0,68,298200.000,2254,298200.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.038,0.002,-0.004,0.002
$,@,47851,5942,5942,0,68,298201.000,2254,298201.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.435,-0.038,0.012,0.007,-0.000
$,@,44906,5942,5942,0,68,298202.000,2254,298202.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.037,-0.000,-0.007,-0.003
$,@,36997,5942,5942,0,68,298203.000,2254,298203.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.038,0.001,-0.011,-0.002
$,@,44537,5942,5942,0,68,298204.000,2254,298204.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.038,-0.006,0.003,0.004
$,@,36194,5942,5942,0,68,298205.000,2254,298205.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.039,0.004,0.003,-0.003
$,@,47010,5942,5942,0,68,298206.000,2254,298206.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.039,-0.006,0.009,0.007
$,@,30004,5942,5942,0,68,298207.000,2254,298207.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.433,-0.039,0.002,-0.000,0.003
$,@,61486,5942,5942,0,68,298208.000,2254,298208.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.037,-0.003,-0.011,0.008
$,@,39128,5942,5942,0,68,298209.000,2254,298209.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.038,-0.005,-0.008,0.008
$,@,24856,5942,5942,0,68,298210.000,2254,298210.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.039,0.002,-0.002,0.002
$,@,49068,5942,5942,0,68,298211.000,2254,298211.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.036,-0.000,0.008,0.000
$,@,59751,5942,5942,0,68,298212.000,2254,298212.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.037,0.000,-0.005,0.003
$,@,35864,5942,5942,0,68,298213.000,2254,298213.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.037,-0.005,0.008,0.005
$,@,4566,5942,5942,0,68,298214.000,2254,298214.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.038,-0.004,0.009,-0.002
$,@,58618,5942,5942,0,68,298215.000,2254,298215.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.433,-0.037,0.000,0.008,-0.003
$,@,14333,5942,5942,0,68,298216.000,2254,298216.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.037,-0.010,0.002,0.005
$,@,38869,5942,5942,0,68,298217.000,2254,298217.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.433,-0.040,0.008,-0.001,-0.008
$,@,33763,5942,5942,0,68,298218.000,2254,298218.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.041,0.001,0.003,-0.006
$,@,52924,5942,5942,0,68,298219.000,2254,298219.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.039,-0.004,0.010,-0.000
$,@,27324,5942,5942,0,68,298220.000,2254,298220.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.038,0.003,-0.012,-0.001
$,@,4173,5942,5942,0,68,298221.000,2254,298221.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.434,-0.034,0.004,-0.002,0.009
$,@,5151,5942,5942,0,68,298222.000,2254,298222.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.035,-0.004,-0.004,0.008
$,@,9164,5942,5942,0,68,298223.000,2254,298223.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.433,-0.036,0.003,0.002,-0.002
$,@,29073,5942,5942,0,68,298224.000,2254,298224.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.434,-0.036,0.009,-0.004,0.005
$,@,43313,5942,5942,0,68,298225.000,2254,298225.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.037,-0.003,-0.015,0.002
$,@,2211,5942,5942,0,68,298226.000,2254,298226.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.036,-0.003,0.013,0.007
$,@,16633,5942,5942,0,68,298227.000,2254,298227.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.035,0.003,0.008,0.009
$,@,6271,5942,5942,0,68,298228.000,2254,298228.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.038,0.007,0.007,-0.002
$,@,50101,5942,5942,0,68,298229.000,2254,298229.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.037,-0.000,0.005,0.001
$,@,65224,5942,5942,0,68,298230.000,2254,298230.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.433,-0.037,-0.005,0.002,-0.009
$,@,39148,5942,5942,0,68,298231.000,2254,298231.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.433,-0.037,0.003,0.005,0.005
$,@,45663,5942,5942,0,68,298232.000,2254,298232.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.036,0.000,0.001,0.001
$,@,19342,5942,5942,0,68,298233.000,2254,298233.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.037,-0.009,0.007,0.001
$,@,16968,5942,5942,0,68,298234.000,2254,298234.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.433,-0.035,0.003,0.008,0.005
$,@,47825,5942,5942,0,68,298235.000,2254,298235.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.037,0.003,0.001,0.002
$,@,51123,5942,5942,0,68,298236.000,2254,298236.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.037,0.004,-0.006,-0.004
$,@,19111,5942,5942,0,68,298237.000,2254,298237.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.036,-0.011,0.007,0.005
$,@,38845,5942,5942,0,68,298238.000,2254,298238.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.037,-0.009,-0.000,0.001
$,@,43995,5942,5942,0,68,298239.000,2254,298239.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.035,-0.002,-0.004,0.004
$,@,1577,5942,5942,0,68,298240.000,2254,298240.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.037,0.001,-0.012,0.000
$,@,58617,5942,5942,0,68,298241.000,2254,298241.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.035,-0.006,0.010,0.008
$,@,6778,5942,5942,0,68,298242.000,2254,298242.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.036,0.003,-0.000,0.003
$,@,50411,5942,5942,0,68,298243.000,2254,298243.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.036,-0.006,0.008,0.004
$,@,5387,5942,5942,0,68,298244.000,2254,298244.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.036,-0.003,0.004,-0.001
$,@,17737,5942,5942,0,68,298245.000,2254,298245.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.034,0.002,0.006,0.002
$,@,6357,5942,5942,0,68,298246.000,2254,298246.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.036,-0.002,-0.009,-0.002
$,@,54710,5942,5942,0,68,298247.000,2254,298247.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.947,-2.432,-0.038,-0.008,0.030,-0.002
$,@,58964,5942,5942,0,68,298248.000,2254,298248.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.036,0.004,0.006,-0.000
$,@,3508,5942,5942,0,68,298249.000,2254,298249.000,1,52,22,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.037,-0.008,0.008,-0.001
$,@,28068,5942,5942,0,68,298250.000,2254,298250.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.036,0.005,0.005,-0.001
$,@,26451,5942,5942,0,68,298251.000,2254,298251.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.433,-0.037,-0.003,-0.002,-0.000
$,@,26484,5942,5942,0,68,298252.000,2254,298252.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.036,0.000,-0.005,0.004
$,@,38941,5942,5942,0,68,298253.000,2254,298253.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.948,-2.433,-0.039,0.006,0.005,-0.002
$,@,24019,5942,5942,0,68,298254.000,2254,298254.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.038,0.004,0.017,-0.002
$,@,33158,5942,5942,0,68,298255.000,2254,298255.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.038,-0.005,-0.010,0.004
$,@,38188,5942,5942,0,68,298256.000,2254,298256.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.037,0.003,-0.009,-0.001
$,@,15781,5942,5942,0,68,298257.000,2254,298257.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.040,0.006,-0.000,-0.006
$,@,42547,5942,5942,0,68,298258.000,2254,298258.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.038,0.009,0.003,-0.003
$,@,44965,5942,5942,0,68,298259.000,2254,298259.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.037,0.011,-0.004,-0.004
$,@,41314,5942,5942,0,68,298260.000,2254,298260.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.036,0.002,0.015,0.005
$,@,61918,5942,5942,0,68,298261.000,2254,298261.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.036,-0.001,-0.011,-0.002
$,@,27017,5942,5942,0,68,298262.000,2254,298262.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.036,-0.001,0.001,0.002
$,@,30501,5942,5942,0,68,298263.000,2254,298263.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.037,0.001,0.004,-0.003
$,@,41309,5942,5942,0,68,298264.000,2254,298264.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.037,-0.006,-0.012,0.001
$,@,56676,5942,5942,0,68,298265.000,2254,298265.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.035,-0.002,-0.008,-0.001
$,@,1737,5942,5942,0,68,298266.000,2254,298266.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.036,-0.009,-0.004,0.007
$,@,21774,5942,5942,0,68,298267.000,2254,298267.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.037,0.006,-0.010,-0.000
$,@,2173,5942,5942,0,68,298268.000,2254,298268.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.036,-0.003,-0.007,-0.003
$,@,32151,5942,5942,0,68,298269.000,2254,298269.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.035,-0.001,0.019,-0.006
$,@,37265,5942,5942,0,68,298270.000,2254,298270.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.036,-0.003,-0.001,-0.004
$,@,55525,5942,5942,0,68,298271.000,2254,298271.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.034,-0.001,-0.001,0.002
$,@,39763,5942,5942,0,68,298272.000,2254,298272.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.036,0.005,0.002,-0.000
$,@,50684,5942,5942,0,68,298273.000,2254,298273.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.036,-0.001,-0.003,0.005
$,@,7889,5942,5942,0,68,298274.000,2254,298274.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.036,0.002,-0.006,-0.000
$,@,52096,5942,5942,0,68,298275.000,2254,298275.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.037,0.001,0.007,-0.002
$,@,14638,5942,5942,0,68,298276.000,2254,298276.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.036,-0.001,0.000,0.001
$,@,35547,5942,5942,0,68,298277.000,2254,298277.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.036,-0.001,0.010,-0.000
$,@,20665,5942,5942,0,68,298278.000,2254,298278.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.036,0.001,-0.013,-0.000
$,@,28571,5942,5942,0,68,298279.000,2254,298279.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.035,0.001,0.010,0.002
$,@,28286,5942,5942,0,68,298280.000,2254,298280.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.036,0.004,-0.006,-0.001
$,@,14368,5942,5942,0,68,298281.000,2254,298281.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.035,0.004,0.000,-0.001
$,@,19088,5942,5942,0,68,298282.000,2254,298282.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.436,-0.033,0.004,0.011,0.000
$,@,62771,5942,5942,0,68,298283.000,2254,298283.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.035,0.001,-0.003,-0.001
$,@,44677,5942,5942,0,68,298284.000,2254,298284.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.435,-0.035,0.000,-0.001,0.006
$,@,57914,5942,5942,0,68,298285.000,2254,298285.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.035,-0.007,0.006,0.001
$,@,30204,5942,5942,0,68,298286.000,2254,298286.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.435,-0.036,0.003,-0.008,0.006
$,@,27352,5942,5942,0,68,298287.000,2254,298287.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.037,-0.005,-0.001,0.002
$,@,24096,5942,5942,0,68,298288.000,2254,298288.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.037,0.007,-0.009,-0.001
$,@,61773,5942,5942,0,68,298289.000,2254,298289.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.037,0.002,-0.008,0.002
$,@,10550,5942,5942,0,68,298290.000,2254,298290.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.036,-0.006,-0.006,0.002
$,@,26180,5942,5942,0,68,298291.000,2254,298291.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.037,0.002,-0.007,0.002
$,@,51782,5942,5942,0,68,298292.000,2254,298292.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.038,-0.002,0.001,-0.002
$,@,62571,5942,5942,0,68,298293.000,2254,298293.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.037,-0.004,-0.008,-0.002
$,@,26130,5942,5942,0,68,298294.000,2254,298294.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.038,-0.008,0.002,-0.002
$,@,28708,5942,5942,0,68,298295.000,2254,298295.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.038,-0.007,0.007,-0.002
$,@,55042,5942,5942,0,68,298296.000,2254,298296.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.431,-0.039,-0.006,-0.000,-0.007
$,@,34222,5942,5942,0,68,298297.000,2254,298297.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.041,0.000,-0.003,-0.005
$,@,54618,5942,5942,0,68,298298.000,2254,298298.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.946,-2.432,-0.040,-0.002,0.001,-0.001
$,@,48556,5942,5942,0,68,298299.000,2254,298299.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.432,-0.040,0.004,0.003,0.003
$,@,48887,5942,5942,0,68,298300.000,2254,298300.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.040,0.008,-0.006,-0.007
$,@,31213,5942,5942,0,68,298301.000,2254,298301.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.432,-0.042,0.002,0.001,-0.000
$,@,50230,5942,5942,0,68,298302.000,2254,298302.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.946,-2.431,-0.040,-0.006,0.009,-0.003
$,@,7426,5942,5942,0,68,298303.000,2254,298303.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.432,-0.041,-0.002,0.003,0.004
$,@,11946,5942,5942,0,68,298304.000,2254,298304.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.432,-0.037,0.002,-0.002,-0.002
$,@,35872,5942,5942,0,68,298305.000,2254,298305.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.430,-0.037,-0.004,0.010,0.003
$,@,4345,5942,5942,0,68,298306.000,2254,298306.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.036,0.001,-0.019,0.003
$,@,26353,5942,5942,0,68,298307.000,2254,298307.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.433,-0.036,-0.003,0.000,0.001
$,@,26563,5942,5942,0,68,298308.000,2254,298308.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.038,-0.002,0.002,-0.002
$,@,13284,5942,5942,0,68,298309.000,2254,298309.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.431,-0.040,0.005,0.006,-0.001
$,@,14366,5942,5942,0,68,298310.000,2254,298310.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.433,-0.038,0.003,0.001,-0.005
$,@,49081,5942,5942,0,68,298311.000,2254,298311.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.039,0.004,-0.000,-0.005
$,@,58917,5942,5942,0,68,298312.000,2254,298312.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.433,-0.036,-0.002,-0.002,-0.000
$,@,64855,5942,5942,0,68,298313.000,2254,298313.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.432,-0.036,0.003,0.004,0.003
$,@,3500,5942,5942,0,68,298314.000,2254,298314.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.037,0.005,-0.003,-0.004
$,@,26805,5942,5942,0,68,298315.000,2254,298315.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.036,0.003,-0.008,0.001
$,@,4247,5942,5942,0,68,298316.000,2254,298316.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.436,-0.037,0.004,-0.012,0.002
$,@,43180,5942,5942,0,68,298317.000,2254,298317.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.432,-0.037,0.007,0.005,-0.003
$,@,10217,5942,5942,0,68,298318.000,2254,298318.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.946,-2.431,-0.041,-0.005,0.016,-0.008
$,@,12764,5942,5942,0,68,298319.000,2254,298319.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.432,-0.037,0.002,0.002,0.010
$,@,3894,5942,5942,0,68,298320.000,2254,298320.000,1,52,23,No Error,Fixed Ambiguities,Aux1,-6.945,-2.433,-0.039,-0.003,0.001,0.001
$,@,45856,5942,5942,0,68,298321.000,2254,298321.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.432,-0.037,-0.003,0.017,0.001
$,@,31335,5942,5942,0,68,298322.000,2254,298322.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.038,0.012,-0.011,-0.005
$,@,7626,5942,5942,0,68,298323.000,2254,298323.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.433,-0.039,0.000,0.008,-0.003
$,@,48774,5942,5942,0,68,298324.000,2254,298324.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.038,0.005,-0.002,-0.004
$,@,36861,5942,5942,0,68,298325.000,2254,298325.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.433,-0.036,0.010,0.000,-0.005
$,@,48522,5942,5942,0,68,298326.000,2254,298326.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.035,0.003,0.001,0.008
$,@,22421,5942,5942,0,68,298327.000,2254,298327.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.034,-0.004,-0.004,0.007
$,@,52652,5942,5942,0,68,298328.000,2254,298328.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.435,-0.036,0.005,-0.003,0.006
$,@,51817,5942,5942,0,68,298329.000,2254,298329.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.435,-0.034,0.012,-0.005,-0.005
$,@,53294,5942,5942,0,68,298330.000,2254,298330.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.035,0.005,0.004,-0.006
